user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
e923f3b427f2b522dc1fcfa8c2182d64,"Bộ trưởng Bruno Bruins, 56 tuổi, sau đó giải thích trên Twitter về sự cố này là do ông đã làm việc quá sức liên tiếp trong những tuần gần đây.",2020-03-19 01:56:14,12.0,0.0,4.0,0
99ed0ae1e3149e05968a0b27b4317f1d,"CA BỆNH 266 ( BN 266 ) : Bệnh_nhân nữ , 36 tuổi , trú tại Thường_Tín , Hà_Nội .Ngày 08-10/3 , bệnh_nhân đến chăm mẹ tại Khoa_Phục hồi chức_năng , Bệnh_viện Bạch_Mai .Ngày 12/3 , bệnh_nhân có biểu_hiện ngứa họng .Từ ngày 30/3 bệnh_nhân cách_ly tại nhà .Ngày 12/4 , bệnh_nhân được lấy mẫu bệnh_phẩm và cho kết_quả xét_nghiệm dương_tính với SARS-CoV -2 vào ngày 14/4 .Hiện bệnh_nhân được cách_ly , điều_trị tại Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 .< URL >",1586838208,1,0,0.0,0
-5342659397765167104,"Một cơ_sở y_tế tại Quận Snohomish , Washington đầu tuần này thông_báo rằng bệnh_nhân nhiễm virus corona mới đầu_tiên tại Mỹ đã được điều_trị thành_công bằng thuốc Remdesivir .Bệnh_nhân này hiện đã được xuất_viện , đang hồi_phục và tự cách_ly tại nhà .Quý_vị cũng có_thể xem trực_tiếp trên : Channel 57.14 KJLA ( Southern_California ) Roku_App : Vietmedia_Channel ...Website : www.vietmedia.tv YouTube : https://bit.ly/2S3xFtp # Vietmedia # VMTV Xem thêm",1970-01-01 00:00:00,5200,280,7900,0
-1196254512357159936,"TIN NÓNG_HỔI TIN_VUI CHO CẢ NHÀ NHÉ .LÊN CẢ THỜI_SỰ HÀN_QUỐC RỒI .BÁC NÀO CHƯA KỊP MUA SÂM DÙNG GIÚP TĂNG ĐỀ_KHÁNG CORONA , THÌ HÃY MUA SỚM ĐI AH ...SÂM SẮP SẮP TĂNG_GIÁ CHÓNG_MẶT TV có nói trong tình_hình dịch_bệnh CORONA ( 코로나 ) hiện_nay , tuy nhân_sâm hàn_quốc ko thể chữa khỏi bệnh nhưng lại có khả_năng nâng cao sức đề_kháng phòng_chống bệnh ạ .. và sâm tốt nhất là sâm vùng kumsan ( 금산 ) e vân bán cho mn lâu_nay đó ạ .Ăn_SÂM có_thể đẩy_lùi đc 25% về bệnh đường hô_hấp và khoảng 69% về bệnh lây_nhiễm Xem thêm",1581480186.0,6,0,25,1
30697acaf31157588779f8cb070a6077,"Bế_tắc trong cuộc_sống nên cho con và cháu gái uống thuốc_ngủ để cùng chết , bà Nguyễn_Thị_Thảo , 50 tuổi , bị truy_tố ở khung_hình_phạt cao nhất .VKSND TP HCM vừa ban_hành cáo_trạng truy_tố bà Thảo về tội Giết người theo khoản 1 , Điều 123 BLHS có hình_phạt từ 12 đến 20 năm , tù chung_thân hoặc tử_hình .Tuy_nhiên , VKS đề_nghị toà áp_dụng các tình_tiết giảm nhẹ cho bà Thảo như : phạm_tội vì hoàn_cảnh đặc_biệt khó_khăn , chưa gây thiệt_hại , thành_khẩn khai_báo , ăn_năn hối_cải ...Theo cáo_trạng , bà Thảo sống cùng con gái 11 tuổi và cháu gái 6 tuổi tại nhà_trọ trong chợ Võ_Thành_Trang , quận Tân_Bình .Do hoàn_cảnh khó_khăn , công_việc không ổn_định , chồng và con gái lớn bỏ đi nên bà Thảo buồn chuyện gia_đình nảy_sinh ý_định tự_tử .Chiều 1/5/2019 , sau khi uống hết 15.000 đồng rượu , bà Thảo đưa cho con gái 20.000 đồng kêu đi mua vỉ thuốc_ngủ về cho bà "" uống để chết "" .Cô bé ra tiệm thuốc_tây gần nhà mua một vỉ 10 viên đưa cho mẹ rồi hỏi : "" Mẹ chết con sống với ai "" .Hai đứa trẻ ôm mẹ và bà ngoại khóc đòi chết theo .Sợ mình chết không ai nuôi con và cháu nên bà Thảo đưa tiếp cho cô bé 20.000 đồng đi mua thêm vỉ khác về "" uống để cùng chết "" .Khi con mang vỉ thuốc thứ 2 về , bà Thảo chia cho con và cháu mỗi đứa 5 viên .Uống xong , ba người ôm nhau ngủ .Lúc sau , em kết_nghĩa của bà Thảo là bà Hồng đến thăm .Đến nơi , bà gọi mãi không đánh_thức được bà Thảo , hai đứa trẻ lả đi .Bà Hồng tri_hô , cùng hàng_xóm đưa hai bé đến Bệnh_viện Nhi_Đồng 1 , bà Thảo cũng được đưa đến Bệnh_viện quận Tân_Phú .Cấp_cứu kịp_thời , bà Thảo cùng con và cháu thoát chết .Làm_việc với cơ_quan điều_tra , bà Thảo nhiều lần khóc vì hối_hận .Do hoàn_cảnh đặc_biệt khó_khăn nên bà được tại_ngoại để đi làm , kiếm tiền nuôi con_cháu .Theo Vnexpress",1590798000,369,50,7.0,0
1e47fdd2d0ac6150893ddb1c7be8da3f,"Con cưng của tỷ_phú , ấm quá còn gì : ) ) ) ) [ < URL > ] ( < URL > )",1588135786.0,2,0,0,0
266cf078603293ca58247d6f2c9d8446,""" Hãy ngồi yên khi Tổ_quốc cần "" .Dù vừa mấy hôm trước , chính họ đã lên_tiếng thoá_mạ bệnh_nhân thứ 17 về việc đi chơi khắp_nơi lây_nhiễm cho nhiều người .Hay cũng mấy hôm trước , họ lên_tiếng mắng_chửi một ông_bầu chân dài từ_chối cách_ly .Nhưng họ vẫn cứ thu_gom đồ_đạc và lên_đường về quê với suy_nghĩ : Về quê an_toàn hơn ...- - - Lá chắn virus Corona - bắn tin cực nhanh !Tải app Lotus để follow : < URL > # LaChanVirusCorona # Lotus # VCCorp # ICT _ anti _ nCoV",1584077543,5254,50,2685.0,0
c5e503d21745d3f8b0716d1c3d63c06a,"Theo thống_kê của Cổng thông_tin Nhân_đạo Quốc_gia ( 1400 ) , đã có hơn 2,1 triệu tin nhắn ủng được gửi tới chương_trình “ Toàn dân ủng_hộ phòng , chống dịch_bệnh Covid-19 ” .",1586248036,5,0,0.0,0
b19c1ca64d313f74e34865d58060b877,"'KHÔNG NÊN ĐỐN HẠ CÂY PHƯỢNG VÔ TỘI VẠ'

Bà Đỗ Thị Thanh Huyền, Giám đốc Trung tâm Bảo tồn Thiên nhiên Gaia, <URL>, lo ngại nhiều trường học, cơ quan sẽ chặt hàng loạt cây phượng, sau một số vụ tai nạn đáng tiếc.

Sau sự cố cây phượng tại trường THCS Bạch Đằng (quận 3, <URL>) bật gốc, khiến học sinh tử vong, một số trường học tại các địa phương khác cũng có sự cố tương tự. Nhiều trường đã cho hạ tán, cắt tỉa, thậm chí đốn hạ cây phượng.

""Đáng tiếc nếu các trường đốn bỏ toàn bộ cây phượng""
Trao đổi với Zing, bà Đỗ Thị Thanh Huyền, cho rằng các mảng xanh trong trường học, đặc biệt tại thành phố lớn, góp phần khích lệ và duy trì tương tác của học sinh với thiên nhiên, tạo sự cân bằng trong quá trình phát triển thể chất và tinh thần, khích lệ tính sáng tạo và tư duy tích cực của các em.

""Tôi rất lo lắng và sẽ rất đáng tiếc nếu các trường đốn bỏ toàn bộ cây phượng"", bà Huyền nói.

Với những ý kiến cho rằng cây phượng không thích hợp trồng trong trường học, bà Huyền nói đây là ý kiến cực đoan, một chiều. Khi trồng phượng hoặc bất cứ loại cây nào khác, mọi người nên hiểu về đặc tính của chúng.

Theo giám đốc Trung tâm Bảo tồn Thiên nhiên Gaia, cây phượng tồn tại từ 30-50 năm, thân cây dễ mục, rỗng và dễ bị sâu bệnh tấn công. Cây trồng khoảng 25-30 năm, nên thay thế. Loại cây này cần được trồng trên diện tích đất đủ rộng, rễ bám vào đất.

""Vấn đề là các trường đem cây phượng về trồng khi nó đã lớn, đường kính 20-30 cm, để cây nhanh kết tán và có bóng mát. Chính vì thế, rễ cây thường ít phát triển, không bám sâu vào lòng đất và rất dễ bị mục.

Hơn nữa, ở thành phố, mức độ bê tông hóa cao, cây không có không gian để phát triển bộ rễ. Một cây phượng ngoài tự nhiên, bộ rễ có thể to ít nhất gấp 2 lần tán lá của nó. Nhưng ở trường học hoặc trong thành phố, do không có không gian, bộ rễ chỉ bám nông trên mặt đất nên rất dễ đổ"", bà Huyền phân tích.

Bà khuyến khích các trường rà soát tuổi đời, vấn đề sâu bệnh của cây phượng trồng trong trường. Nếu cây có tuổi đời khoảng 25 năm, trường nên chủ động thay cây mới, chứ không nên đốn hạ theo kiểu ""vô tội vạ"" một cách cảm tính.

Nếu trồng phượng phải theo dõi thường xuyên
GS Lê Huy Bá, nguyên Viện trưởng Viện Khoa học Công nghệ và Quản lý Môi trường (ĐH Công nghiệp <URL>), phân tích một trong những nguyên nhân khiến nhiều cây phượng bật gốc gần đây là việc bê tông hóa xung quanh cây.

""Chúng ta trồng cây nhưng lại đổ bê tông, lát gạch lên toàn bộ phần rễ của nó, chỉ để lại một hố ở phần gốc. Bộ rễ sẽ không 'thở' được, rễ cây ăn nổi nhiều hơn, dễ bật gốc"", GS Lê Huy Bá nói.

Chung nhận định về vấn đề này, PGS Đặng Văn Hà, Viện trưởng Kiến trúc Cảnh quan và Cây xanh đô thị, ĐH Lâm nghiệp, cho rằng những sự cố của cây phượng trong thời gian qua bắt nguồn từ lựa chọn cây và thiết kế, xây bồn bảo vệ không đúng.

""Các trường xây bồn bằng gạch hoặc bê tông, cao 40-45 cm, sau đó lại đổ lớp đất dày vào trong bồn. Đất càng dày, rễ càng khó hô hấp và dần cũng thối, hỏng. Nhìn phía trên, cây vẫn xanh tươi nhưng thực tế gốc rễ không còn sự sống"", PGS Hà cho biết.

Theo GS Bá, chúng ta không thể loại bỏ hoàn toàn cây phượng khỏi trường học. Cây phượng là một trong những cây có tán rộng, hoa đẹp, gắn với kỷ niệm học trò. Cây phượng nên được trồng ở trường học, vấn đề là phải thường xuyên theo dõi, chăm sóc. Không nên cực đoan thái quá sau vụ việc cây phượng bật gốc mà đốn bỏ toàn bộ.

Theo ông, khi trồng phượng, các trường học, cơ quan nên chọn cây nhỏ, không nên làm bê tông hóa khu vực rễ cây, cố gắng để nước, phân bón có thể thoát xuống phần gốc, nếu tốt hơn thì có thể bón phân theo tán cây.

Ngoài ra, với những cây to, đường kính từ 40 cm, rễ bắt đầu trồi lên, cành nhánh rất giòn, dễ gãy, gốc rất dễ mục... Do vậy, hàng năm phải có chuyên gia ""thăm khám"" cho cây.

PGS Hà cho rằng nếu vẫn muốn trồng phượng trong trường, nhà trường phải theo dõi thường xuyên từ khi cây còn nhỏ, khi trồng phải chống đỡ, cắt tỉa tán để tạo thế cân đối. Mùa mưa bão, trường phải cắt bớt cành yếu để đảm bảo an toàn.

""Khi trồng cây ở cơ quan, trường học, nơi đông người qua lại, chúng ta cần theo dõi. Cây đến tuổi phải thay thì ",2020-06-01 01:26:32,241.0,9.0,22.0,0
28c086eb1f4f3f7a268115c35764070c,"Các CDC khác cũng nộp lại và xin lỗi đê...

“Thứ trưởng Bộ Công an Lương Tam Quang cho biết CDC Hà Nội đã nâng khống giá máy xét nghiệm Covid-19 lên gấp 3 lần và các đối tượng đã khai nhận hành vi phạm tội, tự nguyện khắc phục hậu quả và nộp lại số tiền chênh lệch...”",2020-05-05 14:32:44,207.0,125.0,18.0,0
d50a4c40b88aed616e82728583560e06,"Tin chấn động Dữ liệu từ <URL> cho thấy hiện đang có một lượng rất lớn khí dioxit Lưu huỳnh (SO₂) từ vùng ngoại ô Vũ Hán bốc lên. Gần Vũ Hán là thành phố Chongquing nơi cũng bị ảnh hưởng nặng nề bởi virus Corona, quan sát thấy cũng thấy xuất hiện hiện tượng tương tự.... Dioxit lưu huỳnh thường liên quan đến việc đốt các chất hữu cơ, các hợp chất hữu cơ chỉ có thể tổng hợp trong cơ thể sinh vật, nói thẳng ra là xác động vật, xác chết ... Hiện lượng khí SO₂ ở Vũ Hán đang là cực kỳ cao, ở mức 1700ug / m ^ 3, trong đó 80ug / m ^ 3 được coi là cao nguy hiểm. Với lượng SO₂ đang đo được tại Vũ Hán, người ta ước tính phải đốt chừng 14.000 xác mới cho ra được lượng khí thải SO₂ tương ứng. Hình 1 và 4: Biểu đồ khí SO₂ ở Vũ Hán Hình 2: Khí SO₂ ở thành phố Chongquing gần Vũ Hán Hình 3: Thông tin liên quan đến lượng SO₂ ở Vũ Hán. Nguồn: INTELWAVE Xem thêm",2020-02-09 05:01:05,642.0,59.0,485.0,1
e3b61c45d5b844d85872dcad37dd514d,"Vào rạng sáng 14/3 , một vụ đổ trộm chất_thải hoá_chất xuống dưới sông Hồng đã được người_dân phản_ánh .",1584234000,873,16,81.0,0
6461e748ae05e95f53c2b07fc77cb647,"Trong thực tế, có rất nhiều trường hợp sau khi xảy ra vụ việc, phía bị hại có đơn đề nghị không truy cứu trách nhiệm hình sự người phạm tội, nhưng cơ quan điều tra vẫn khởi tố vụ án, khởi tố bị can. Vì sao?
    #bịhại #miễntruycứu #khởitố",2020-06-06 19:30:41,152.0,5.0,11.0,0
58302f2f7f403bbb946b38418523926b,"Liên_tục trong mấy ngày liền , câu_chuyện em bé 6 tuổi của Trường Tiểu_học Quang_Trung ( Hải_Phòng ) trở_thành chủ_đề nóng trên mạng xã_hội .Từ chỗ tập_trung giải_quyết vấn_đề liên_quan đến sức_khoẻ , sự an_toàn của trẻ ( đừng phê_bình , bắt đứng trước lớp chụp ảnh để “ bêu ” chỉ vì trẻ đi học sớm ; đừng ngăn trẻ đi học sớm vào trường vì đứng ngoài vừa nắng vừa kém an_toàn ) , 3 hôm_nay động_thái của cả phụ_huynh lẫn nhà_trường có_vẻ đang hướng sang việc chứng_minh cái sai của “ bên kia ” hoặc giải_thích hành_vi của mình .Tôi không muốn bàn đến chuyện ai sai ai đúng , đúng_sai ở mức_độ nào , clip “ bóc_mẽ ” người mẹ có đúng hay không , người mẹ có thật đã dàn_dựng chụp ảnh con đứng trước cổng hay không …Những đôi_co để “ giành phần thắng ” giữa hai bên chẳng có_ích gì cho đứa trẻ , mà chỉ khiến cho hình_ảnh của cháu , câu_chuyện của cháu bị “ đay đi đay lại ” trên môi_trường mạng .Và ai dám nói cháu không bị ảnh_hưởng trong cuộc_sống thật , trong môi_trường lớp_học khi trở_thành trung_tâm bất_đắc_dĩ của một scandal ?Có_lẽ lúc đầu , khi hai bên cố_gắng biện_minh , giải_thích , cung_cấp chứng_cứ … họ chỉ bị cuốn theo sự_việc theo phản_ứng tự_nhiên .Tuy_nhiên càng về sau , có_vẻ tính_chất “ ăn_thua ” càng bộc_lộ rõ , dần_dần đi đến chỗ quá_đáng , khó chấp_nhận .Người ta không nhận ra mình đang hành_tội đứa trẻ , và lúc này nếu vẫn tiếp_tục “ giành phần thắng ” thì quá_ư tàn_nhẫn , không điều gì có_thể biện_minh được nữa .Người mẹ cuối_cùng cũng nhận ra điều đó khi chị ngỏ lời xin cộng_đồng mạng chấm_dứt chia_sẻ để được bình_yên sống qua_ngày .Tôi chắc bản_thân chị vô_cùng mệt_mỏi , căng_thẳng và cả sợ_hãi nữa trước áp_lực từ nhiều phía .Và con gái chị càng đáng thương hơn .Vì_vậy , chúng_ta hãy khép lại sự_việc ở đây .Về phía phụ_huynh lẫn nhà_trường , nếu có gì cần điều_chỉnh , thay_đổi , hãy chủ_động làm trên nguyên_tắc coi đứa trẻ là ưu_tiên số_một , có vậy mới đúng với tinh_thần của giáo_dục , của yêu_thương .",1590476342,12,3,3.0,0
50583d81c067e3e7a98b2c8b641c4a12,"BÀ MẸ VIỆT NAM ANH HÙNG 95 TUỔI Ở GÒ VẤP MAY KHẨU TRANG HỖ TRỢ CHỐNG DỊCH COVID-19 Nước mắt cứ lăn dài trên má chúng tôi khi ngắm nhìn Mẹ lướt đều vòng quay chiếc máy khâu cũ kỹ để cho ra đời từng chiếc khẩu trang vải tinh tươm, tươi mới…  Như lời Mẹ bảo: “Mẹ muốn góp chút gì đó cho công việc phòng chống dịch Covid, chứ mẹ già rồi không giúp được gì hơn…”. ... Mẹ hiền ơi, Mẹ giúp được chúng con, được đất nước mình nhiều lắm. Những chiếc khẩu trang được mẹ lụi cụi, tần tảo đo may bằng đôi tay gầy guộc, nhăn nheo vì tuổi tác già nua thật sự làm ấm lòng những người dân và các cấp chính quyền, đoàn thể đang từng ngày lo toan chống dịch. Chưa kể nhiều vết thương trên thịt da do đòn roi tra tấn dã man của kẻ thù trong lao tù Côn Đảo thời kháng chiến cứu nước vẫn còn chưa lành theo năm tháng… mà vẫn không làm Mẹ nề hà, vẫn ngồi vững vàng bên chiếc máy khâu với vòng quay đường kim đều đặn... Mẹ Ngô Thị Quýt - Bà Mẹ Việt Nam Anh hùng sống ở Phường 5 – Quận Gò Vấp năm nay đã 95 tuổi và cũng đã có hơn 30 năm chuyên may vỏ chăn từ thiện giúp đỡ những người nghèo khó, cho đến nay Mẹ vẫn không ngơi nghỉ và lại còn tham gia may khẩu trang phòng dịch cùng các chị em trong Chi hội Phụ nữ Khu phố 6 của Phường. Tấm lòng đôn hậu của Mẹ là tấm gương trong ngần tinh khiết để chúng con soi rọi lòng mình.  Biết ơn Người mãi mãi, Mẹ hiền ơi…  Via Phuong Hoa  Ảnh: Hội LHPN Quận GV #VietNamOi Xem thêm",2020-03-22 11:05:45,3000.0,51.0,2200.0,0
4041c7ef2e0faa8fd44113a267656ce3,"[TRỰC TIẾP] QUỐC HỘI TIẾP TỤC THẢO LUẬN KINH TẾ - XÃ HỘI THỜI KỲ HẬU DỊCH COVID-19

Ngày 15/6, Quốc hội sẽ bước vào tuần làm việc cuối cùng của Kỳ họp thứ 9, Quốc hội khóa XIV (từ 15/6 đến 19/6).  Theo đó, đầu tuần Quốc hội tiếp tục thảo luận ở hội trường và quyết định nhiều vấn đề quan trọng như kinh tế-xã hội, ngân sách nhà nước.",2020-06-14 19:10:42,162.0,26.0,17.0,0
a9de87c13abeb755be3c0e4d5a5b0263,"Thực hiện quyết định của Chủ tịch UBND tỉnh Bến Tre về phòng, chống dịch Covid - 19, đúng 13h ngày hôm nay (23/3/2020), toàn bộ khu vực ấp Thừa Lợi (cồn Nghêu), xã Thừa Đức, huyện Bình Đại (bao gồm 480 hộ gia đình với 1.588 người) đã chính thức được cách ly cho đến 13h ngày 20/4/2020.  Vì sự an toàn chung của mọi người, rất mong bà con nhân dân ấp Thừa Lợi thông cảm và chấp hành tốt lệnh cách ly.",2020-03-23 15:15:57,1400.0,289.0,2700.0,0
